date,city,survey
2018-04-01,New York,3.6859743629094055
2018-04-01,New York,2.989050956669033
2018-04-01,New York,2.616878276841874
2018-04-01,New York,4.141304402057821
2018-04-01,New York,1.3307093701898995
2018-04-01,New York,2.713065267738978
2018-04-01,New York,1.1503616145838411
2018-04-01,New York,1.1028992393314059
2018-04-01,New York,4.221950028361874
2018-04-01,New York,2.6489919728947027
2018-04-01,New York,1.4036564300815544
2018-04-01,New York,2.548011217405378
2018-04-01,New York,1.2751515437054377
2018-04-01,New York,2.5888626075186894
2018-04-01,New York,3.7281831653733777
2018-04-01,New York,2.865078091490019
2018-04-01,New York,2.2343627358383795
2018-04-01,New York,4.603050543593274
2018-04-01,New York,2.3632290667551796
2018-04-01,New York,1.1930489591893942
2018-04-01,New York,1.307129687582683
2018-04-01,New York,3.227309953064492
2018-04-01,New York,0.5284532913949774
2018-04-01,New York,0.12757215099906036
2018-04-01,New York,1.8136406057498369
2018-04-01,New York,1.193628503995494
2018-04-01,New York,3.93009426915559
2018-04-01,New York,1.2057743045334863
2018-04-01,New York,1.868292687807456
2018-04-01,New York,2.022859964676109
2018-04-01,New York,3.6545613625627054
2018-04-01,New York,0.9382989316886947
2018-04-01,New York,2.1029980697046438
2018-04-01,New York,3.8675558197660656
2018-04-01,New York,1.6681938375563532
2018-04-01,New York,1.6485988859460454
2018-04-01,New York,3.7169427947572977
2018-04-01,New York,1.2973887898907077
2018-04-01,New York,3.3384187581916036
2018-04-01,New York,2.6784671853179005
2018-04-01,New York,2.8823150040370447
2018-04-01,New York,0.6269774824638772
2018-04-01,New York,1.2562682822545517
2018-04-01,New York,2.8805341564052567
2018-04-01,New York,2.059041339597335
2018-04-01,New York,3.1509242775384254
2018-04-01,New York,3.110142856456837
2018-04-01,New York,3.019846225712182
2018-04-01,New York,3.7300674608233444
2018-04-01,New York,3.5244107594123046
2018-04-01,New York,1.821842057798817
2018-04-01,New York,1.854241861859781
2018-04-01,New York,2.6986887955569623
2018-04-01,New York,3.136865594875617
2018-04-01,New York,2.1119473985305235
2018-04-01,New York,4.663804746374219
2018-04-01,New York,2.7338708076790508
2018-04-01,New York,3.709841199725568
2018-04-01,New York,4.603174887290352
2018-04-01,New York,2.06137913009326
2018-04-01,New York,1.5274106424769471
2018-04-01,New York,3.035171825917036
2018-04-01,New York,3.1372973820127914
2018-04-01,New York,2.4697988929205748
2018-04-01,New York,2.9685281221549955
2018-04-01,New York,3.9250995107605817
2018-04-01,New York,3.2245483706163176
2018-04-01,New York,1.9907329290451456
2018-04-01,New York,1.3666209963989762
2018-04-01,New York,2.338840046442376
2018-04-01,New York,3.790289162534241
2018-04-01,New York,3.5947400244226797
2018-04-01,New York,2.3091851312393685
2018-04-01,New York,3.6230821094021115
2018-04-01,New York,1.3805262408866952
2018-04-01,New York,2.1686855496062023
2018-04-01,New York,1.051235717525746
2018-04-01,New York,2.600028059869375
2018-04-01,New York,0.7164482438161562
2018-04-01,New York,3.4132577810492077
2018-04-01,Los Angeles,1.6216954724276167
2018-04-01,Los Angeles,3.235443079296726
2018-04-01,Los Angeles,3.9655826812430233
2018-04-01,Los Angeles,2.6575992779736173
2018-04-01,Los Angeles,2.7894277952297166
2018-04-01,Los Angeles,3.1651420576329654
2018-04-01,Los Angeles,3.271194573320894
2018-04-01,Los Angeles,3.544991197182581
2018-04-01,Los Angeles,2.574102807704564
2018-04-01,Los Angeles,4.534540569876644
2018-04-01,Los Angeles,2.35137794429839
2018-04-01,Los Angeles,1.7527412066999013
2018-04-01,Los Angeles,3.1982722396020207
2018-04-01,Los Angeles,0.8895212722772536
2018-04-01,Los Angeles,0.5006020558845043
2018-04-01,Los Angeles,2.2821233771283467
2018-04-01,Los Angeles,1.8794816778713206
2018-04-01,Los Angeles,0.8124056738009413
2018-04-01,Los Angeles,1.1207644665957122
2018-04-01,Los Angeles,2.291265903587498
2018-04-01,Los Angeles,1.7999630194280336
2018-04-01,Los Angeles,1.4351527160720592
2018-04-01,Los Angeles,1.911937720934477
2018-04-01,Los Angeles,2.84467406922556
2018-04-01,Los Angeles,1.2758823059149738
2018-04-01,Los Angeles,2.0205260944776144
2018-04-01,Los Angeles,3.210455897449997
2018-04-01,Los Angeles,2.0798476354854616
2018-04-01,Los Angeles,1.744503438238021
2018-04-01,Los Angeles,2.1688850187512054
2018-04-01,Los Angeles,2.432810153314622
2018-04-01,Los Angeles,0.7968018491670905
2018-04-01,Los Angeles,3.486774893946864
2018-04-01,Los Angeles,4.492195159645718
2018-04-01,Los Angeles,3.366786266200958
2018-04-01,Los Angeles,2.834532538200672
2018-04-01,Los Angeles,4.326017537242638
2018-04-01,Los Angeles,1.8687806185524694
2018-04-01,Los Angeles,4.515788149042271
2018-04-01,Los Angeles,1.1310292583570378
2018-04-01,Los Angeles,3.500416792713844
2018-04-01,Los Angeles,2.568743099476816
2018-04-01,Los Angeles,1.8062801478343762
2018-04-01,Los Angeles,3.153558113906856
2018-04-01,Los Angeles,1.8558977402114616
2018-04-01,Los Angeles,3.571421619539558
2018-04-01,Los Angeles,0.9488434997209183
2018-04-01,Los Angeles,2.9871916309796234
2018-04-01,Los Angeles,1.9414604888962113
2018-04-01,Los Angeles,2.962177502024273
2018-04-01,Los Angeles,4.571115178713268
2018-04-01,Los Angeles,1.2532491469321942
2018-04-01,Los Angeles,3.3929957626357496
2018-04-01,Los Angeles,1.2428535710685382
2018-04-01,Los Angeles,2.6778712865473815
2018-04-01,Los Angeles,2.6506698630252163
2018-04-01,Los Angeles,2.1419629216265292
2018-04-01,Los Angeles,1.1891562467050636
2018-04-01,Los Angeles,3.1655104689041194
2018-04-01,Los Angeles,3.498121509023182
2018-04-01,Los Angeles,1.4633652498265126
2018-04-01,Los Angeles,2.5695311470069155
2018-04-01,Los Angeles,2.610029798286131
2018-04-01,Los Angeles,0.3629501969930676
2018-04-01,Los Angeles,2.0084544214398257
2018-04-01,Los Angeles,3.8210764004640065
2018-04-01,Los Angeles,4.782227129710249
2018-04-01,Los Angeles,1.8199460074620681
2018-04-01,Los Angeles,2.632957385965339
2018-04-01,Los Angeles,1.8398661466520192
2018-04-01,Los Angeles,0.7121306831264128
2018-04-01,Los Angeles,3.0166212843890277
2018-04-01,Los Angeles,1.483396497690699
2018-04-01,Los Angeles,1.1350148016151336
2018-04-01,Los Angeles,1.6430734604089121
2018-04-01,Los Angeles,1.227593568027133
2018-04-01,Los Angeles,2.9033221354134997
2018-04-01,Los Angeles,1.5497155716310238
2018-04-01,Los Angeles,3.2498674699182817
2018-04-01,Los Angeles,1.5784113234854178
2018-04-01,Los Angeles,2.9148135859169755
2018-04-01,Los Angeles,3.0337262619723893
2018-04-01,Los Angeles,3.7743754495385655
2018-04-01,Los Angeles,2.2912435983689803
2018-04-01,Los Angeles,3.213682019199622
2018-04-01,Washington,2.7084450950124586
2018-04-01,Washington,2.6898993009264673
2018-04-01,Washington,0.8172762382455517
2018-04-01,Washington,3.8869971415121274
2018-04-01,Washington,2.589302920735476
2018-04-01,Washington,2.6682252604551686
2018-04-01,Washington,3.5909605553025292
2018-04-01,Washington,1.9796955393145674
2018-04-01,Washington,2.888876620643157
2018-04-01,Washington,1.3051378108084042
2018-04-01,Washington,0.9196891599642741
2018-04-01,Washington,1.3599351353623197
2018-04-01,Washington,2.7005145623670472
2018-04-01,Washington,1.9808798001642733
2018-04-01,Washington,3.539940966010131
2018-04-01,Washington,1.73506302461518
2018-04-01,Washington,2.467229613314587
2018-04-01,Washington,2.076079358100491
2018-04-01,Washington,1.6137617050367392
2018-04-01,Washington,2.525273317547037
2018-04-01,Washington,0.7995431891988378
2018-04-01,Washington,2.554926032447412
2018-04-01,Washington,2.090423183944142
2018-04-01,Washington,3.240740352026009
2018-04-01,Washington,4.627174530609358
2018-04-01,Washington,2.745217264188626
2018-04-01,Washington,2.275519871635641
2018-04-01,Washington,3.2615692447775357
2018-04-01,Washington,2.389201463845124
2018-04-01,Washington,2.452318722182972
2018-04-01,Washington,2.420157954767302
2018-04-01,Washington,2.7816367243449243
2018-04-01,Washington,2.308261837704908
2018-04-01,Washington,2.2354212283427266
2018-04-01,Washington,0.9048340279295475
2018-04-01,Washington,2.2827878951530587
2018-04-01,Washington,1.0755803830294912
2018-04-01,Washington,1.062898962125022
2018-04-01,Washington,3.562089695837341
2018-04-01,Washington,2.6823113775912226
2018-04-01,Washington,3.0792765365666916
2018-04-01,Washington,2.0648346588988704
2018-04-01,Washington,1.4676289239567641
2018-04-01,Washington,1.7171830398374617
2018-04-01,Washington,1.9443319837863204
2018-04-01,Washington,2.9828249968054608
2018-04-01,Washington,4.184768309659149
2018-04-01,Washington,4.250464580672022
2018-04-01,Washington,3.651907515263241
2018-04-01,Washington,3.522096509866264
2018-04-01,Washington,4.628270094685947
2018-04-01,Washington,1.3467070349400228
2018-04-01,Washington,2.4630343989225665
2018-04-01,Washington,0.9363377876303594
2018-04-01,Washington,2.7548262449001086
2018-04-01,Washington,2.253642247677839
2018-04-01,Washington,3.230509147363721
2018-04-01,Washington,0.9817947275114163
2018-04-01,Washington,2.902775449459969
2018-04-01,Washington,2.245022017611484
2018-04-01,Washington,2.4582764205066696
2018-04-01,Washington,4.273470138098455
2018-04-01,Washington,1.6099837253977989
2018-04-01,Washington,4.200083415020493
2018-04-01,Washington,2.550880693152251
2018-04-01,Washington,4.112594038921402
2018-04-01,Washington,4.175479032184225
2018-04-01,Washington,2.9869073504089467
2018-04-01,Washington,2.498912666355245
2018-04-01,Washington,1.4880049209643695
2018-04-01,Washington,2.7577451062023877
2018-04-01,Washington,1.4024736143954952
2018-04-01,Washington,2.4789883129759143
2018-04-01,Washington,0.7001438976972494
2018-04-01,Washington,3.2231355444776817
2018-04-01,Washington,0.9536938879446366
2018-04-01,Washington,1.714952925258397
2018-04-01,Washington,3.0659552873014126
2018-04-01,Washington,3.910005156995118
2018-04-01,Washington,1.4855560092536813
2018-04-01,Seattle,2.262947190683844
2018-04-01,Seattle,1.5032648531189219
2018-04-01,Seattle,2.1316158929849314
2018-04-01,Seattle,2.39680117806531
2018-04-01,Seattle,0.6629138997329508
2018-04-01,Seattle,1.900229122780904
2018-04-01,Seattle,3.028312369933626
2018-04-01,Seattle,2.9307182822312177
2018-04-01,Seattle,2.1111924626411405
2018-04-01,Seattle,3.0680534246336073
2018-04-01,Seattle,4.289442456849074
2018-04-01,Seattle,1.0840441231801703
2018-04-01,Seattle,1.2897293962690486
2018-04-01,Seattle,1.630563344557062
2018-04-01,Seattle,2.3789034271498135
2018-04-01,Seattle,3.526787925584069
2018-04-01,Seattle,2.347740472173778
2018-04-01,Seattle,2.5759327679428212
2018-04-01,Seattle,2.4009903055938113
2018-04-01,Seattle,3.2863586957618374
2018-04-01,Seattle,4.718408868217775
2018-04-01,Seattle,3.8573264015950697
2018-04-01,Seattle,0.5296856588351266
2018-04-01,Seattle,0.2758602580005114
2018-04-01,Seattle,2.7724051122486175
2018-04-01,Seattle,3.5580595238536565
2018-04-01,Seattle,2.3119620441865414
2018-04-01,Seattle,2.6011827607146616
2018-04-01,Seattle,0.9702290072623521
2018-04-01,Seattle,0.8432110133242676
2018-04-01,Seattle,3.8592989447203028
2018-04-01,Seattle,0.3988259032977778
2018-04-01,Seattle,1.8708872706735131
2018-04-01,Seattle,0.47396351499143313
2018-04-01,Seattle,2.425994096827833
2018-04-01,Seattle,0.9006966319608111
2018-04-01,Seattle,2.870908899039677
2018-04-01,Seattle,3.039002610759029
2018-04-01,Seattle,2.1858072619640225
2018-04-01,Seattle,3.9746817144648574
2018-04-01,Seattle,3.1635869060892725
2018-04-01,Seattle,3.2550741940211325
2018-04-01,Seattle,1.3437013428125966
2018-04-01,Seattle,3.133686550716463
2018-04-01,Seattle,1.8103540992590017
2018-04-01,Seattle,0.6948413842624444
2018-04-01,Seattle,2.4894704061265474
2018-04-01,Seattle,3.0055680681179284
2018-04-01,Seattle,3.3024223431247415
2018-04-01,Seattle,3.4884615589361947
2018-04-01,Seattle,3.072562231884727
2018-04-01,Seattle,1.7878163650935992
2018-04-01,Seattle,2.7759019092638066
2018-04-01,Seattle,3.344917660431988
2018-04-01,Seattle,1.489561164310372
2018-04-01,Seattle,3.0955678688650745
2018-04-01,Seattle,4.005461856527664
2018-04-01,Seattle,4.2268127228163435
2018-04-01,Seattle,1.7409018197479602
2018-04-01,Seattle,2.7148584555892743
2018-04-01,Seattle,1.345832960841245
2018-04-01,Seattle,2.1946903165644245
2018-04-01,Seattle,1.0550199850915414
2018-04-01,Seattle,0.19041078079763818
2018-04-01,Seattle,1.9601483687999037
2018-04-01,San Francisco,3.0051325187705986
2018-04-01,San Francisco,2.81676034644593
2018-04-01,San Francisco,3.7939985522054736
2018-04-01,San Francisco,3.1470500635615526
2018-04-01,San Francisco,4.825532351664516
2018-04-01,San Francisco,4.445679559950168
2018-04-01,San Francisco,1.9014760723972493
2018-04-01,San Francisco,2.172564655346795
2018-04-01,San Francisco,3.251076213659932
2018-04-01,San Francisco,3.572315092344456
2018-04-01,San Francisco,2.5487122899622996
2018-04-01,San Francisco,2.014020395027333
2018-04-01,San Francisco,3.4079375204453837
2018-04-01,San Francisco,1.1186422359071693
2018-04-01,San Francisco,3.074166262503165
2018-04-01,San Francisco,3.990900000148893
2018-04-01,San Francisco,2.201194882044504
2018-04-01,San Francisco,2.7877734978175273
2018-04-01,San Francisco,3.4528508499205626
2018-04-01,San Francisco,1.8184764571713945
2018-04-01,San Francisco,1.890986545483959
2018-04-01,San Francisco,3.1592525692621383
2018-04-01,San Francisco,3.0394022547476984
2018-04-01,San Francisco,3.1928020532349652
2018-04-01,San Francisco,2.078656339809145
2018-04-01,San Francisco,2.8621056250011683
2018-04-01,San Francisco,4.051457243346693
2018-04-01,San Francisco,2.090279968666975
2018-04-01,San Francisco,3.582607522951556
2018-04-01,San Francisco,1.997763784086254
2018-04-01,San Francisco,3.661425872804106
2018-04-01,San Francisco,3.5529425920961426
2018-04-01,San Francisco,2.7562606243403835
2018-04-01,San Francisco,3.341189423348445
2018-04-01,San Francisco,3.446452200232344
2018-04-01,San Francisco,2.6815380830785154
2018-04-01,San Francisco,3.5282698770710055
2018-04-01,San Francisco,2.281793557072677
2018-04-01,San Francisco,3.9183950268267473
2018-04-01,San Francisco,3.1681008420055754
2018-04-01,San Francisco,4.198428702004032
2018-04-01,San Francisco,3.9759261758047866
2018-04-01,San Francisco,2.1641035556938832
2018-04-01,San Francisco,2.6172038865284937
2018-04-01,San Francisco,3.071561544351808
2018-04-01,San Francisco,1.496823619592047
2018-04-01,San Francisco,2.6123530061044367
2018-04-01,San Francisco,4.687787580961286
2018-04-01,San Francisco,3.4247322623598366
2018-04-01,San Francisco,2.694973818203366
2018-04-01,San Francisco,1.2926802254844234
2018-04-01,San Francisco,3.389599609447009
2018-04-01,San Francisco,2.638452117607115
2018-04-01,San Francisco,3.2742069351254837
2018-04-01,San Francisco,3.714455120961597
2018-04-01,San Francisco,2.24211510797615
2018-04-01,San Francisco,4.708883207569262
2018-04-01,San Francisco,2.4798460288593263
2018-04-01,San Francisco,1.943060842943161
2018-04-01,San Francisco,0.45860543104846224
2018-04-01,San Francisco,1.5849819687326852
2018-04-01,San Francisco,2.9783290510482225
2018-04-01,San Francisco,2.2146192016463577
2018-04-01,San Francisco,2.6252123267294976
2018-04-01,San Francisco,1.8587630882489201
2018-04-01,Kansas City,3.9320669225486533
2018-04-01,Kansas City,3.0489969385575937
2018-04-01,Kansas City,1.433695713009805
2018-04-01,Kansas City,1.4354369690058557
2018-04-01,Kansas City,4.33744027648294
2018-04-01,Kansas City,1.7432131715436394
2018-04-01,Kansas City,3.1970763640903574
2018-04-01,Kansas City,2.3909419967447536
2018-04-01,Kansas City,1.6042922890094902
2018-04-01,Kansas City,4.048653901861227
2018-04-01,Kansas City,2.6510706841618674
2018-04-01,Kansas City,3.7026637213150564
2018-04-01,Kansas City,3.510215232502172
2018-04-01,Kansas City,4.13814687548473
2018-04-01,Kansas City,2.877773478668736
2018-04-01,Kansas City,2.2658684679343697
2018-04-01,Kansas City,3.5477779470143695
2018-04-01,Kansas City,0.9680522212249487
2018-04-01,Kansas City,2.473211383060516
2018-04-01,Kansas City,1.825994656832611
2018-04-01,Kansas City,1.007975477439539
2018-04-01,Kansas City,3.6935371868670335
2018-04-01,Kansas City,2.0337234079568764
2018-04-01,Kansas City,2.1321240260044187
2018-04-01,Kansas City,2.3128100480656917
2018-04-01,Kansas City,3.0675985814560947
2018-04-01,Kansas City,1.2253938102625854
2018-04-01,Kansas City,4.469517067153786
2018-04-01,Kansas City,1.320096419701319
2018-04-01,Kansas City,2.407650793426453
2018-04-01,Kansas City,2.6479195228522654
2018-04-01,Kansas City,3.5771540167295797
2018-04-01,Kansas City,2.270833715503387
2018-04-01,Kansas City,2.4758592978658016
2018-04-01,Kansas City,2.9768857707684884
2018-04-01,Kansas City,3.1041107104569754
2018-04-01,Kansas City,0.6351414817100256
2018-04-01,Kansas City,2.242856572351035
2018-04-01,Kansas City,2.3309657279915057
2018-04-01,Kansas City,2.0408765611715953
2018-04-01,Chicago,3.703948986303258
2018-04-01,Chicago,2.9540385864731453
2018-04-01,Chicago,2.4574851099466413
2018-04-01,Chicago,0.4274759991394623
2018-04-01,Chicago,3.35739595414839
2018-04-01,Chicago,3.2108931126289404
2018-04-01,Chicago,0.7034635682846071
2018-04-01,Chicago,4.519521762674627
2018-04-01,Chicago,1.064447550349535
2018-04-01,Chicago,1.8164118518273675
2018-04-01,Chicago,3.8953971012823363
2018-04-01,Chicago,2.2505938620971273
2018-04-01,Chicago,2.8438241829738704
2018-04-01,Chicago,0.5335162345606763
2018-04-01,Chicago,3.9005025770109185
2018-04-01,Chicago,3.2724717037076094
2018-04-01,Chicago,3.2177064158968847
2018-04-01,Chicago,3.49643087011437
2018-04-01,Chicago,3.408170296345081
2018-04-01,Chicago,1.865897208155072
2018-04-01,Chicago,4.557864676519504
2018-04-01,Chicago,2.4389759165017564
2018-04-01,Chicago,3.1387820352356433
